idCITES,speciesLabel,nomScientific,IUCNtaxonID,IUCNconservationstatusLabel,taxonCommonName
68361,Tridacna noae,,,,
68364,Paramesotriton guanxiensis,Paramesotriton guangxiensis,59459,espèce en danger,Guangxi warty newt
68364,Paramesotriton guanxiensis,Paramesotriton guangxiensis,59459,espèce en danger,Guangxi Warty Newt
68366,Liangshantriton taliangensis,,,,
68382,Amietophrynus channingi,,,,
68384,Allobates rufulus,Anomaloglossus rufulus,55235,données insuffisantes,Sira Poison Frog
68389,Zamia restrepoi,,,,
6839,Porites baueri,,,,
68402,Hemicordylus nebulosus,,,,
6841,Cirrhipathes diversa,,,,
68414,Mobula rochebrunei,Mobula rochebrunei,161510,espèce vulnérable,Lesser Guinean Devil Ray
68415,Mobula munkiana,Mobula munkiana,60198,espèce quasi menacée,Manta De Monk
68415,Mobula munkiana,Mobula munkiana,60198,espèce quasi menacée,Munk’s Devil Ray
68415,Mobula munkiana,Mobula munkiana,60198,espèce quasi menacée,Pygmy Devil Ray
68415,Mobula munkiana,Mobula munkiana,60198,espèce quasi menacée,Smoothtail mobula
68415,Mobula munkiana,Mobula munkiana,60198,espèce quasi menacée,Smoothtail Mobula
68417,Palleon lolontany,,,,
68419,Furcifer major,,,,
68420,Furcifer viridis,,,,
68425,Diospyros comorensis,,,,
68427,Diospyros louvelii,,,,
68447,Rhoptropella ocellata,,,,
6845,Candoia superciliosa,Candoia superciliosa,199625,préoccupation mineure,Palau Bevel-nosed Boa
6845,Candoia superciliosa,Candoia superciliosa,199625,préoccupation mineure,Palau bevelnosed boa
68459,Acianthera hondurensis,,,,
68460,Specklinia brighamii,,,,
68461,Vanilla cribbiana,,,,
68463,Nemaconia striata,,,,
6848,Echinophyllia patula,,,,
6849,Leptopenus hypocoelus,,,,
6854,Cordylus rivae,Cordylus rivae,177559,préoccupation mineure,Ethiopian Girdled Lizard
6857,Astrangia rathbuni,,,,
6858,Colibri de Lillie,Lepidopyga lilliae,22687417,espèce en danger de disparition,Sapphire-bellied Hummingbird
6861,Achatinella leucorraphe,,,,
6863,Euoticus elegantulus,Euoticus elegantulus,8265,préoccupation mineure,Elegant Galago
6863,Euoticus elegantulus,Euoticus elegantulus,8265,préoccupation mineure,Elegant Needle-clawed Galago
6863,Euoticus elegantulus,Euoticus elegantulus,8265,préoccupation mineure,Southern Needle-clawed Bushbaby
6863,Euoticus elegantulus,Euoticus elegantulus,8265,préoccupation mineure,Southern Needle-clawed Galago
6863,Euoticus elegantulus,Euoticus elegantulus,8265,préoccupation mineure,Western Needle-clawed Bushbaby
6863,Euoticus elegantulus,Euoticus elegantulus,8265,préoccupation mineure,Western Needle-clawed Galago
6871,Acropora danai,,,,
6887,Caryophyllia (Caryophyllia) mabahithi,,,,
6890,Dendrogyra cylindrus,Dendrogyra cylindrus,133124,espèce vulnérable,Pillar coral
6890,Dendrogyra cylindrus,Dendrogyra cylindrus,133124,espèce vulnérable,Pillar Coral
6891,Cordylus polyzonus,,,,
6893,Effraie des Tanimbar,,,,
6899,Balanophyllia bayeri,,,,
6901,Antipathes viminalis,,,,
6903,Cirrhipathes anguina,,,,
6906,Astrangia howardi,,,,
6916,Colophon thunbergi,,,,
6918,Leptastrea bottae,Leptastrea bottae,132983,espèce quasi menacée,Leptastrea coral
6922,Pachyseris gemmae,,,,
6924,Pyrrhura picta subandina,Pyrrhura subandina,45422401,espèce en danger de disparition,Sinu Parakeet
6928,Polymyces fragilis,,,,
6935,Sphenotrochus squiresi,,,,
6936,Conotrochus brunneus,,,,
6942,Alveopora tizardi,Alveopora tizardi,133675,préoccupation mineure,Alveopora coral
6952,Tanacetipathes barbadensis,,,,
6957,Echinophyllia echinata,,,,
6960,Acropora bushyensis,,,,
6961,Flabellum lowekeyesi,,,,
6963,Astya aspidopora,,,,
6967,Gyrosmilia interrupta,,,,
6968,Dendrobates rubrocephalus,,,,
6974,Stephanocyathus nobilis,,,,
6978,Brookesia griveaudi,Brookesia griveaudi,176296,espèce quasi menacée,Marojejy Leaf Chameleon
6979,Nadzikambia mlanjensis,Nadzikambia mlanjensis,172530,espèce en danger,Mlanje Mountain Chameleon
6979,Nadzikambia mlanjensis,Nadzikambia mlanjensis,172530,espèce en danger,Mulanje Chameleon
6985,Ambystoma dumerilii,Ambystoma dumerilii,59055,espèce en danger de disparition,Lake Patzcuaro Salamander
6987,Cirrhipathes translucens,,,,
6989,Balanophyllia elongata,,,,
6991,Epicrates assisi,,,,
6992,Babiroussa de l'île Togian,Babyrousa togeanensis,136472,espèce en danger,Malenge Babirusa
6992,Babiroussa de l'île Togian,Babyrousa togeanensis,136472,espèce en danger,Togian Babirusa
6992,Babiroussa de l'île Togian,Babyrousa togeanensis,136472,espèce en danger,Togian Islands Babirusa
6995,Naja mandalayensis,Naja mandalayensis,192227,espèce vulnérable,Burmese Spitting Cobra
6995,Naja mandalayensis,Naja mandalayensis,192227,espèce vulnérable,Mandalay Cobra
7005,Autour bleu et gris,Accipiter luteoschistaceus,22695547,espèce vulnérable,Slaty-backed Goshawk
7005,Autour bleu et gris,Accipiter luteoschistaceus,22695547,espèce vulnérable,Slaty-mantled Goshawk
7007,Porites colonensis,Porites colonensis,132945,données insuffisantes,Honycomb Plate Coral
7008,Paracyathus conceptus,,,,
7009,Caryophyllia (Caryophyllia) secta,,,,
7017,Antipathes sealarki,,,,
7018,Pectinia crassa,,,,
7023,Hippocampus procerus,,,,
7024,Stichopathes semiglabra,,,,
7028,Symphyllia wilsoni,,,,
7031,Montigyra kenti,,,,
7032,Truncatoflabellum cumingii,,,,
7033,Errina gracilis,,,,
7034,Poritipora paliformis,Poritipora paliformis,133540,espèce vulnérable,Poritipora coral
7036,Acropora lokani,Acropora lokani,133294,espèce vulnérable,Staghorn coral
7037,Alveopora minuta,Alveopora minuta,133467,espèce en danger,Alveopora coral
7038,Acropora plumosa,Acropora plumosa,132935,espèce vulnérable,Staghorn coral
7044,Caryophyllia (Caryophyllia) scobinosa,,,,
7055,Phyllangia dispersa,,,,
7056,Trochocyathus porphyreus,,,,
7062,Carduelis cucullata,,,,
7064,Stephanocyathus diadema,,,,
7065,Deltocyathus heteroclitus,,,,
7069,Tanacetipathes longipinnula,,,,
7070,Stenohelia umbonata,,,,
7071,Myriopathes spinosa,,,,
7072,Anthemiphyllia multidentata,,,,
7074,Epicrates monensis,,,,
7082,Pteropus gilliardorum,Pteropus gilliardorum,18726,données insuffisantes,Gilliard's Flying Fox
7082,Pteropus gilliardorum,Pteropus gilliardorum,18726,données insuffisantes,Gilliard's Flying-fox
7082,Pteropus gilliardorum,Pteropus gilliardorum,18726,données insuffisantes,Gilliard’s Flying Fox
7084,Ameerega simulans,,,,
7095,Graphium sandawanum,Graphium sandawanum,9478,espèce en danger,Apo Swallowtail
7098,Truncatoflabellum martensii,,,,
7100,Fungia fralinae,,,,
7104,Cordylus meculae,Cordylus meculae,177561,espèce en danger,Mecula Girdled Lizard
7108,Mycedium umbra,,,,
7113,Javania antarctica,,,,
7117,Truncatoflabellum pusillum,,,,
7125,Balanophyllia galapagensis,,,,
7129,Gardineria simplex,,,,
7130,Kinyongia adolfifriderici,Kinyongia adolfifriderici,172578,préoccupation mineure,Ituri Chameleon
7130,Kinyongia adolfifriderici,Kinyongia adolfifriderici,172578,préoccupation mineure,Ituri Dwarf Chameleon
7138,Antipathes densa,,,,
7139,Pteropus nitendiensis,Pteropus nitendiensis,18744,espèce en danger,Temotu Flying Fox
7144,Otus asio,,,,
7145,Errina bicolor,,,,
7150,Calumma vohibola,,,,
7152,Montipora hoffmeisteri,,,,
7153,Porites horizontalata,Porites horizontalata,133486,espèce vulnérable,Stony coral
7157,Bradypodion ngomeense,,,,
7160,Platytrochus compressus,,,,
7162,Balanophyllia carinata,,,,
7172,Tethocyathus minor,,,,
7177,Flabellum marcus,,,,
7178,Balanophyllia tenuis,,,,
7186,Astrangia macrodentata,,,,
7187,Achatinella juncea,,,,
7188,Plerogyra eurysepta,,,,
7191,Lapemis curtus,,,,
7192,Acrhelia horrescens,,,,
7196,Balanophyllia cyathoides,,,,
7201,Errinopora pourtalesii,,,,
7208,Truncatoflabellum incrustatum,,,,
7212,Astreopora gracilis,,,,
7213,Leptastrea aequalis,Leptastrea aequalis,133542,espèce vulnérable,Leptastrea coral
7214,Paracyathus ebonensis,,,,
7216,Morelia oenpelliensis,,,,
7218,Montipora mactanensis,Montipora mactanensis,133434,espèce vulnérable,Montipora coral
7231,Kinyongia uthmoelleri,Kinyongia uthmoelleri,172563,préoccupation mineure,Hanang Hornless Chameleon
7231,Kinyongia uthmoelleri,Kinyongia uthmoelleri,172563,préoccupation mineure,Uthmöller‘s Chameleon
7234,Distichopora rosalindae,,,,
7235,Phaethornis aethopyga,,,,
7237,Tanacetipathes thalassoros,,,,
7240,Colophon primosi,Colophon primosi,5152,espèce en danger de disparition,Cape stag beetle
7248,Truncatoflabellum formosum,,,,
7250,Aphanipathes pedata,,,,
7251,Goniastrea thecata,,,,
7253,Spizaetus philippensis,,,,
7255,Cordylus minor,,,,
7259,Lepilemur septentrionalis,Lepilemur septentrionalis,11622,espèce en danger de disparition,Northern sportive lemur
7259,Lepilemur septentrionalis,Lepilemur septentrionalis,11622,espèce en danger de disparition,Northern Sportive Lemur
7259,Lepilemur septentrionalis,Lepilemur septentrionalis,11622,espèce en danger de disparition,Sahafary Sportive Lemur
7260,Pteridopathes pinnata,,,,
7263,Stylaster granulosus,,,,
7264,Letepsammia fissilis,,,,
7272,Caryophyllia (Caryophyllia) horologium,,,,
7273,Microcèbe brun-doré,Microcebus ravelobensis,39751,espèce en danger,Golden-brown mouse lemur
7273,Microcèbe brun-doré,Microcebus ravelobensis,39751,espèce en danger,Golden-brown Mouse Lemur
7273,Microcèbe brun-doré,Microcebus ravelobensis,39751,espèce en danger,Ravelobe Mouse Lemur
7288,Stichopathes spinosa,,,,
7292,Caecobarbus geertsii,Caecobarbus geertsii,3449,espèce vulnérable,African blind barb
7292,Caecobarbus geertsii,Caecobarbus geertsii,3449,espèce vulnérable,African Blind Barb Fish
7292,Caecobarbus geertsii,Caecobarbus geertsii,3449,espèce vulnérable,Congo Blind Barb
7293,Antipathes sarothrum,,,,
7298,Stylopathes americana,,,,
7303,Tylopathes crispa,,,,
7304,Calumma vencesi,Calumma vencesi,172879,espèce en danger,Vences' chameleon
7304,Calumma vencesi,Calumma vencesi,172879,espèce en danger,Vences' Chameleon
7310,Distichopora serpens,,,,
7312,Balanophyllia cornu,,,,
7314,Inferiolabiata lowei,,,,
7317,Porites echinulata,Porites echinulata,133572,espèce quasi menacée,Hump coral
7318,Leptoseris tubulifera,,,,
7320,Calumma peyrierasi,,,,
7321,Acanthastrea rotundoflora,Acanthastrea rotundoflora,133386,espèce quasi menacée,Starry cup coral
7322,Myriopathes antrocrada,,,,
7325,Chevêchette des Moore,Glaucidium mooreorum,22733081,espèce en danger de disparition,Pernambuco Pygmy Owl
7325,Chevêchette des Moore,Glaucidium mooreorum,22733081,espèce en danger de disparition,Pernambuco Pygmy-owl
7325,Chevêchette des Moore,Glaucidium mooreorum,22733081,espèce en danger de disparition,Pernambuco Pygmy-Owl
7327,Caryophyllia (Acanthocyathus) karubarica,,,,
7330,Acropora pinguis,,,,
7331,Trochocyathus decamera,,,,
7334,Felis manul,,,,
7335,Crypthelia robusta,,,,
7340,Petit-duc de Mindoro,Otus mindorensis,22688608,espèce quasi menacée,Mindoro Scops Owl
7340,Petit-duc de Mindoro,Otus mindorensis,22688608,espèce quasi menacée,Mindoro Scops-owl
7340,Petit-duc de Mindoro,Otus mindorensis,22688608,espèce quasi menacée,Mindoro Scops-Owl
7342,Achatinella vulpina,Achatinella vulpina,207,espèce en danger de disparition,Oahu tree snail
7346,Oulastrea crispata,,,,
7351,Bathypsammia fallosocialis,,,,
7357,Mycetophyllia ferox,Mycetophyllia ferox,133356,espèce vulnérable,Rough cactus coral
7357,Mycetophyllia ferox,Mycetophyllia ferox,133356,espèce vulnérable,Rough Cactus Coral
7359,Polycyathus marigondoni,,,,
7363,Caryophyllia (Caryophyllia) hawaiiensis,,,,
7367,Crypthelia eueides,,,,
7377,Corallium secundum,,,,
7382,Fungiacyathus margaretae,,,,
7387,Epipedobates boulengeri,Epipedobates boulengeri,55217,préoccupation mineure,Marbled Poison Frog
7389,Boninastrea boninensis,Boninastrea boninensis,132965,données insuffisantes,Merulina Coral
7390,Stichopathes euoplos,,,,
7396,Stylaster maroccanus,,,,
7403,Madracis kauaiensis,,,,
7404,Meandrina brasiliensis,,,,
7405,Pavona lata,,,,
7407,Ranitomeya yavaricola,,,,
7409,Achatinella caesia,,,,
7415,Deltocyathus cameratus,,,,
7417,Stephanocyathus imperialis,,,,
7420,Aotus hershkovitzi,,,,
7421,Holcotrochus crenulatus,,,,
7422,Hexapathes alis,,,,
7425,Gardineria paradoxa,,,,
7426,Culicia tenuisepes,,,,
7437,Stellapora echinata,,,,
7438,Stichopathes occidentalis,,,,
7440,Chamaeleo arabicus,Chamaeleo arabicus,199603,préoccupation mineure,Arabian Chameleon
7443,Phelsuma berghofi,,,,
7445,Acropora mirabilis,,,,
7459,Crypthelia tenuiseptata,,,,
7460,Pavona diffluens,,,,
7463,Montipora delicatula,Montipora delicatula,133489,espèce vulnérable,Montipora coral
7464,Porites profundus,,,,
7472,Trimeresurus mangshanensis,,,,
7473,Chamaeleo laevigatus,Chamaeleo laevigatus,172542,préoccupation mineure,Smooth Chameleon
7477,Chrysopathes formosa,,,,
7481,Crispatotrochus inornatus,,,,
7483,Cyathotrochus nascornatus,,,,
7484,Oculina arbuscula,,,,
7485,Stenohelia maderensis,,,,
7491,Érione multicolore,Eriocnemis mirabilis,22687939,espèce en danger,Colorful Puffleg
7492,Rhizosmilia multipalifera,,,,
7497,Conopora gigantea,,,,
7501,Sporadopora dichotoma,,,,
7502,Flabellum chunii,,,,
7505,Dendrobates nubeculosus,Dendrobates nubeculosus,61769,données insuffisantes,Rockstone Poison Frog
7514,Asteriopathes arachniformis,,,,
7515,Turbinaria bifrons,Turbinaria bifrons,132957,espèce vulnérable,Turbinaria coral
7516,Simias concolor,Simias concolor,20229,espèce en danger de disparition,Pig-tailed langur
7516,Simias concolor,Simias concolor,20229,espèce en danger de disparition,Pig-tailed Langur
7516,Simias concolor,Simias concolor,20229,espèce en danger de disparition,Pig-tailed Snub-nosed Langur
7516,Simias concolor,Simias concolor,20229,espèce en danger de disparition,Pig-tailed Snub-nosed Monkey
7516,Simias concolor,Simias concolor,20229,espèce en danger de disparition,Simakobou
7517,Hippocampus semispinosus,,,,
7525,Javania californica,,,,
7529,Madracis hellana,,,,
7535,Tarsier de Dian,Tarsius dentatus,21489,espèce vulnérable,Dian's Tarsier
7535,Tarsier de Dian,Tarsius dentatus,21489,espèce vulnérable,Dian’s tarsier
7535,Tarsier de Dian,Tarsius dentatus,21489,espèce vulnérable,Dian’s Tarsier
7535,Tarsier de Dian,Tarsius dentatus,21489,espèce vulnérable,Diana Tarsier
7537,Varanus bogerti,Varanus bogerti,42485692,préoccupation mineure,Bogert's Monitor
7540,Flabellum conuis,,,,
7552,Trochocyathus caryophylloides,,,,
7554,Stichopathes contorta,,,,
7556,Stylaster amphiheloides,,,,
7562,Acropora variolosa,,,,
7568,Dendrophyllia oldroydae,,,,
7582,Brachypelma aureoceps,,,,
7592,Penelopides exarhatus,,,,
7603,Galago gallarum,Galago gallarum,8786,préoccupation mineure,Somali Bushbaby
7603,Galago gallarum,Galago gallarum,8786,préoccupation mineure,Somali Galago
7603,Galago gallarum,Galago gallarum,8786,préoccupation mineure,Somali lesser galago
7603,Galago gallarum,Galago gallarum,8786,préoccupation mineure,Somali Lesser Galago
7613,Pelodiscus axenaria,,,,
7620,Crypthelia ramosa,,,,
7622,Flabellum macandrewi,,,,
7629,Geochelone sulcata,,,,
7637,Millepora latifolia,,,,
7638,Eulemur albocollaris,,,,
7639,Premocyathus cornuformis,,,,
7640,Crypthelia studeri,,,,
7644,Tupaia gracilis,Tupaia gracilis,41495,préoccupation mineure,Slender Tree Shrew
7644,Tupaia gracilis,Tupaia gracilis,41495,préoccupation mineure,Slender Treeshrew
7645,Porites heronensis,,,,
7646,Trioceros hanangensis,Trioceros hanangensis,203824,espèce quasi menacée,Mount Hanang Chameleon
7650,Eryx borrii,,,,
7656,Buteo albicaudatus,,,,
7657,Colpophyllia breviserialis,,,,
7662,Flabellum apertum,,,,
7664,Acropora spicifera,Acropora spicifera,133432,espèce vulnérable,Staghorn coral
7669,Acropora tenella,Acropora tenella,133203,espèce vulnérable,Staghorn coral
7679,Paramesotriton caudopunctatus,Paramesotriton caudopunctatus,59456,espèce quasi menacée,Spot-tailed Warty Newt
7683,Tridacna tevoroa,,,,
7686,Monohedotrochus capitolii,,,,
7687,Dendrophyllia aculeata,,,,
7688,Phodile de Prigogine,Phodilus prigoginei,22688529,espèce en danger,African Bay Owl
7688,Phodile de Prigogine,Phodilus prigoginei,22688529,espèce en danger,Congo Bay Owl
7688,Phodile de Prigogine,Phodilus prigoginei,22688529,espèce en danger,Congo bay-owl
7688,Phodile de Prigogine,Phodilus prigoginei,22688529,espèce en danger,Congo Bay-owl
7688,Phodile de Prigogine,Phodilus prigoginei,22688529,espèce en danger,Congo Bay-Owl
7688,Phodile de Prigogine,Phodilus prigoginei,22688529,espèce en danger,Itombwe Owl
7689,Stylaster blatteus,,,,
7690,Montipora striata,,,,
7693,Stichopathes papillosa,,,,
7696,Toui du Costa Rica,Touit costaricensis,22686017,espèce vulnérable,Red-fronted Parrotlet
7698,Aigle criard,,,,
7699,Distichopora anceps,,,,
7702,Antipathes furcata,,,,
7703,Varanus brevicauda,Varanus brevicauda,83777390,préoccupation mineure,Short-tailed pygmy monitor
7704,Aceros corrugatus,,,,
7709,Lobophyllia dentatus,Lobophyllia dentatus,133565,espèce vulnérable,Lobophyllia coral
7710,Acropora haimei,,,,
7717,Deltocyathus pourtalesi,,,,
7718,Antipathes grandis,,,,
7726,Millepora boschmai,,,,
7731,Cordylus ukingensis,Cordylus ukingensis,44647998,données insuffisantes,Ukinga Girdled Lizard
7737,Stylaster solidus,,,,
7741,Deltocyathus magnificus,,,,
7751,Dendrophyllia minuscula,,,,
7753,Lepidopora decipiens,,,,
7754,Distichopora gracilis,,,,
7763,Paracyathus indicus,,,,
7764,Coscinaraea fossata,,,,
7768,Seriatopora stellata,Seriatopora stellata,133002,espèce quasi menacée,Birdsnest coral
7770,Acropora papillare,Acropora papillare,133494,espèce vulnérable,Staghorn coral
7774,Montipora patula,Montipora patula,132942,espèce vulnérable,Ringed rice coral
7775,Siderastrea radians,Siderastrea radians,133027,préoccupation mineure,Lesser Starlet Coral
7776,Mycetophyllia reesi,Mycetophyllia reesi,133037,données insuffisantes,Ridgeless Cactus Coral
7777,Caryophyllia (Caryophyllia) pauciseptata,,,,
7780,Rhizopsammia pulchra,,,,
7785,Sphenotrochus lindstroemi,,,,
7787,Eos rubra,,,,
7791,Sus salvanius,,,,
7793,Stylaster profundus,,,,
7794,Bathypathes bayeri,,,,
7795,Antipathes hypnoides,,,,
7798,Leiopathes grimaldii,,,,
7805,Deltocyathus italicus,,,,
7808,Pavona danai,Pavona danai,133261,espèce vulnérable,Pavona coral
7811,Cycloseris colini,,,,
7813,Callicebus oenanthe,,,,
7816,Barabattoia laddi,Barabattoia laddi,133383,espèce vulnérable,Barabattoia coral
7818,Cirrhipathes propinqua,,,,
7822,Stichopathes richardi,,,,
7827,Porites somaliensis,Porites somaliensis,133645,espèce quasi menacée,Hump coral
7835,Pocillopora indiania,Pocillopora indiania,133637,espèce vulnérable,Cauliflower coral
7841,Astrangia dentata,,,,
7844,Caryophyllia (Acanthocyathus) unicristata,,,,
7846,Aotus jorgehernandezi,Aotus jorgehernandezi,136211,données insuffisantes,Hernández-Camacho’s Night Monkey
7867,Chevêchette à queue barrée,Glaucidium sjostedti,22689271,préoccupation mineure,Sjostedt's Barred Owlet
7867,Chevêchette à queue barrée,Glaucidium sjostedti,22689271,préoccupation mineure,Sjöstedt's Barred Owlet
7867,Chevêchette à queue barrée,Glaucidium sjostedti,22689271,préoccupation mineure,Sjostedt's Owlet
7874,Cordylus nebulosus,Cordylus nebulosus,18519,espèce vulnérable,Dwarf Crag Lizard
7875,Phelsuma rosagularis,,,,
7888,Errina laevigata,,,,
7890,Symphyllia valenciennesii,,,,
7891,Elaphe taeniura,,,,
7892,Trochocyathus philippinensis,,,,
7893,Achatinella fulgens,Achatinella fulgens,182,espèce en danger de disparition,Oahu tree snail
7899,Fungiacyathus dennanti,,,,
7900,Altiphrynoides malcolmi,Altiphrynoides malcolmi,54460,espèce en danger,Ethiopian Mountain Toad
7900,Altiphrynoides malcolmi,Altiphrynoides malcolmi,54460,espèce en danger,Malcolm's Ethiopia Toad
7900,Altiphrynoides malcolmi,Altiphrynoides malcolmi,54460,espèce en danger,Malcolm’s Ethiopia toad
7901,Acropora rambleri,,,,
7902,Phrynosoma cerroense,,,,
7908,Porites myrmidonensis,,,,
7909,Cryptotrochus javanus,,,,
7911,Trioceros camerunensis,,,,
7914,Astya subviridis,,,,
7917,Caryophyllia (Acanthocyathus) quangdongensis,,,,
7918,Podabacia kunzmanni,,,,
7919,Acropora filiformis,,,,
7926,Heliopathes pacifica,,,,
7927,Sphenotrochus cuneolus,,,,
7929,Stephanophyllia fungulus,,,,
7935,Montipora granulosa,,,,
7938,Pteropus yapensis,,,,
7944,Pelochelys bibroni,Pelochelys bibroni,16503,espèce vulnérable,Asian Giant Softshell Turtle
7944,Pelochelys bibroni,Pelochelys bibroni,16503,espèce vulnérable,Asian giant softshell turtle
7944,Pelochelys bibroni,Pelochelys bibroni,16503,espèce vulnérable,New Guinea Giant Softshell Turtle
7944,Pelochelys bibroni,Pelochelys bibroni,16503,espèce vulnérable,Striped New Guinea Softshell Turtle
7945,Calumma jejy,Calumma jejy,172951,espèce vulnérable,Marojejy Peak Chameleon
7959,Pteropus tokudae,Pteropus tokudae,18763,espèce éteinte,Guam Flying Fox
7959,Pteropus tokudae,Pteropus tokudae,18763,espèce éteinte,Guam Flying Fox.
7959,Pteropus tokudae,Pteropus tokudae,18763,espèce éteinte,Guam Fruit Bat
7962,Varanus similis,,,,
7965,Favia marshae,,,,
7966,Caryophyllia (Caryophyllia) rugosa,,,,
7968,Dendrophyllia velata,,,,
7969,Balanophyllia ponderosa,,,,
7970,Cryptotrochus brevipalus,,,,
7971,Madracis profunda,,,,
7973,Antipathes ternatensis,,,,
7975,Montipora verruculosus,Montipora verruculosus,133409,espèce vulnérable,Montipora coral
7984,Tylototriton hainanensis,Tylototriton hainanensis,59483,espèce en danger,Hainan knobby newt
7984,Tylototriton hainanensis,Tylototriton hainanensis,59483,espèce en danger,Hainan Knobby Newt
7986,Goniopora tenella,,,,
7987,Porites flavus,,,,
7989,Madrepora porcellana,,,,
7996,Pocillopora ankeli,Pocillopora ankeli,133011,espèce vulnérable,Cauliflower coral
8004,Crypthelia clausa,,,,
8007,Truncatoflabellum veroni,,,,
8011,Furcifer petteri,Furcifer petteri,172950,espèce vulnérable,Petter's chameleon
8011,Furcifer petteri,Furcifer petteri,172950,espèce vulnérable,Petter's Chameleon
8012,Singe titi de Stéphane Nash,,,,
8015,Trioceros conirostratus,,,,
8021,Leptopsammia chevalieri,,,,
8027,Antipathes indistincta,,,,
8030,Polycyathus difficilis,,,,
8031,Deltocyathus sarsi,,,,
8032,Trioceros goetzei,Trioceros goetzei,172558,préoccupation mineure,Goetze's Chameleon
8032,Trioceros goetzei,Trioceros goetzei,172558,préoccupation mineure,Goetze's Whistling Chameleon
8032,Trioceros goetzei,Trioceros goetzei,172558,préoccupation mineure,Ilolo Chameleon
8034,Conopora laevis,,,,
8037,Leptopsammia crassa,,,,
8045,Acropora cophodactyla,,,,
8047,Trioceros sternfeldi,,,,
8048,Trioceros tempeli,,,,
8051,Achatinella juddii,,,,
8059,Errinopsis fenestrata,,,,
8060,Ibis géant,,,,
8075,Heteropsammia moretonensis,,,,
8076,Cantharellus noumeae,Cantharellus noumeae,133384,espèce en danger,Cantharellus coral
8079,Paraclavarina triangularis,,,,
8081,Gardineria minor,,,,
8086,Pteropus rayneri,Pteropus rayneri,18754,espèce quasi menacée,Solomons Flying Fox
8086,Pteropus rayneri,Pteropus rayneri,18754,espèce quasi menacée,Solomons Flying-fox
8095,Vipera latifii,,,,
8098,Stylaster norvegicus,,,,
8101,Stephanocyathus moseleyanus,,,,
8112,Fungiacyathus marenzelleri,,,,
8123,Crypthelia peircei,,,,
8128,Favites spinosa,Favites spinosa,133577,espèce vulnérable,Favites coral
8134,Stylopathes adinocrada,,,,
8135,Trioceros ntunte,,,,
8136,Rennell Flying Fox,Pteropus rennelli,136685,espèce en danger,Rennell Flying Fox
8139,Gyropora africana,,,,
8140,Stylaster brochi,,,,
8143,Furcifer monoceras,,,,
8145,Stylaster incompletus,,,,
8150,Fungiacyathus granulosus,,,,
8152,Anomocora fecunda,,,,
8155,Madracis carmabi,,,,
8158,Stichopathes aggregata,,,,
8161,Semnopithèque du Siam,Presbytis siamensis,18134,espèce quasi menacée,Pale-thighed Langur
8161,Semnopithèque du Siam,Presbytis siamensis,18134,espèce quasi menacée,White-thighed surili
8161,Semnopithèque du Siam,Presbytis siamensis,18134,espèce quasi menacée,White-thighed Surili
8162,Ameerega pulchripecta,,,,
8163,Taxipathes recta,,,,
8165,Paracyathus arcuatus,,,,
8169,Flabellum curvatum,,,,
8170,Émeraude d'Olivares,Chlorostilbon olivaresi,22724623,préoccupation mineure,Chiribiquete Emerald
8173,Balanophyllia profundicella,,,,
8180,Lori à menton rouge,Charmosyna rubrigularis,22684665,préoccupation mineure,Red-chinned Lorikeet
8182,Pteropus howensis,Pteropus howensis,18728,données insuffisantes,Ontong Java Flying Fox
8183,Colophon kawaii,,,,
8188,Macaque de Gorontalo,Macaca nigrescens,12568,espèce vulnérable,Gorontalo Macaque
8188,Macaque de Gorontalo,Macaca nigrescens,12568,espèce vulnérable,Dumoga-bone Macaque
8188,Macaque de Gorontalo,Macaca nigrescens,12568,espèce vulnérable,Temminck's Macaque
8190,Pteropus voeltzkowi,Pteropus voeltzkowi,18768,espèce vulnérable,Pemba flying fox
8190,Pteropus voeltzkowi,Pteropus voeltzkowi,18768,espèce vulnérable,Pemba Flying Fox
8196,Paracyathus cavatus,,,,
8198,Caryophyllia (Caryophyllia) transversalis,,,,
8202,Antipathes nilanduensis,,,,
8208,Ctenosaura oedirhina,Ctenosaura oedirhina,44191,espèce en danger,Wishywilly
8208,Ctenosaura oedirhina,Ctenosaura oedirhina,44191,espèce en danger,De Queiroz's Spiny-tailed Iguana
8208,Ctenosaura oedirhina,Ctenosaura oedirhina,44191,espèce en danger,Roatan spiny-tailed iguana
8208,Ctenosaura oedirhina,Ctenosaura oedirhina,44191,espèce en danger,Roatán Spiny-tailed Iguana
8210,Enigmopora darveliensis,,,,
8217,Colophon stokoei,,,,
8218,Lepidotheca brochi,,,,
8220,Outarde de Savile,Lophotis savilei,22691955,préoccupation mineure,Savile's Bustard
8222,Mycedium spina,,,,
8224,Hippocampus zebra,Hippocampus zebra,40774,données insuffisantes,Zebra seahorse
8224,Hippocampus zebra,Hippocampus zebra,40774,données insuffisantes,Zebra Seahorse
8226,Merulina scheeri,,,,
8228,Acropora copiosa,,,,
8230,Blastotrochus nutrix,,,,
8233,Turbinaria heronensis,Turbinaria heronensis,133235,espèce vulnérable,Turbinaria coral
8234,Lepidopora carinata,,,,
8236,Semnopithèque de Mentawai,Presbytis potenziani,18130,espèce en danger,Golden-bellied Mentawai Island Langur
8236,Semnopithèque de Mentawai,Presbytis potenziani,18130,espèce en danger,Long-tailed Langur
